id,org:resource,concept:name,time:timestamp,org:role,case:Rfp_id,case:Permit travel permit number,case:Task,case:OrganizationalEntity,case:RequestedAmount,case:Activity,case:Permit TaskNumber,case:Permit BudgetNumber,case:Permit ProjectNumber,case:Project,case:concept:name,case:Permit OrganizationalEntity,case:Permit RequestedBudget,case:Cost Type,case:Permit id,case:Permit ActivityNumber,case:RfpNumber
st_step 81811_0,STAFF MEMBER,Permit APPROVED by SUPERVISOR,2017-10-10 16:35:34+00:00,SUPERVISOR,request for payment 81807,travel permit number 81806,UNKNOWN,organizational unit 65458,2068.2339099828628,UNKNOWN,UNKNOWN,budget 922,UNKNOWN,project 503,request for payment 81807,organizational unit 65458,4898.448734169939,0,travel permit 81805,UNKNOWN,request for payment number 81808
st_step 81813_0,STAFF MEMBER,Permit FINAL_APPROVED by DIRECTOR,2017-10-11 08:16:12+00:00,DIRECTOR,request for payment 81807,travel permit number 81806,UNKNOWN,organizational unit 65458,2068.2339099828628,UNKNOWN,UNKNOWN,budget 922,UNKNOWN,project 503,request for payment 81807,organizational unit 65458,4898.448734169939,0,travel permit 81805,UNKNOWN,request for payment number 81808
st_step 81815_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2017-11-15 12:32:10+00:00,EMPLOYEE,request for payment 81807,travel permit number 81806,UNKNOWN,organizational unit 65458,2068.2339099828628,UNKNOWN,UNKNOWN,budget 922,UNKNOWN,project 503,request for payment 81807,organizational unit 65458,4898.448734169939,0,travel permit 81805,UNKNOWN,request for payment number 81808
st_step 81814_0,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-11-15 12:33:32+00:00,SUPERVISOR,request for payment 81807,travel permit number 81806,UNKNOWN,organizational unit 65458,2068.2339099828628,UNKNOWN,UNKNOWN,budget 922,UNKNOWN,project 503,request for payment 81807,organizational unit 65458,4898.448734169939,0,travel permit 81805,UNKNOWN,request for payment number 81808
rp_request for payment 81807_15,SYSTEM,Request Payment,2017-11-16 10:54:27+00:00,UNDEFINED,request for payment 81807,travel permit number 81806,UNKNOWN,organizational unit 65458,2068.2339099828628,UNKNOWN,UNKNOWN,budget 922,UNKNOWN,project 503,request for payment 81807,organizational unit 65458,4898.448734169939,0,travel permit 81805,UNKNOWN,request for payment number 81808
rp_request for payment 81807_16,SYSTEM,Payment Handled,2017-11-20 17:30:57+00:00,UNDEFINED,request for payment 81807,travel permit number 81806,UNKNOWN,organizational unit 65458,2068.2339099828628,UNKNOWN,UNKNOWN,budget 922,UNKNOWN,project 503,request for payment 81807,organizational unit 65458,4898.448734169939,0,travel permit 81805,UNKNOWN,request for payment number 81808
st_step 80743_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017-11-24 07:55:16+00:00,EMPLOYEE,request for payment 80736,travel permit number 80735,UNKNOWN,organizational unit 65458,586.9248754659056,UNKNOWN,UNKNOWN,budget 922,UNKNOWN,project 503,request for payment 80736,organizational unit 65458,2294.964155315937,0,travel permit 80734,UNKNOWN,request for payment number 80737
st_step 80744_0,STAFF MEMBER,Permit APPROVED by SUPERVISOR,2017-11-24 07:55:19+00:00,SUPERVISOR,request for payment 80736,travel permit number 80735,UNKNOWN,organizational unit 65458,586.9248754659056,UNKNOWN,UNKNOWN,budget 922,UNKNOWN,project 503,request for payment 80736,organizational unit 65458,2294.964155315937,0,travel permit 80734,UNKNOWN,request for payment number 80737
st_step 80742_0,STAFF MEMBER,Permit FINAL_APPROVED by DIRECTOR,2017-11-24 08:44:56+00:00,DIRECTOR,request for payment 80736,travel permit number 80735,UNKNOWN,organizational unit 65458,586.9248754659056,UNKNOWN,UNKNOWN,budget 922,UNKNOWN,project 503,request for payment 80736,organizational unit 65458,2294.964155315937,0,travel permit 80734,UNKNOWN,request for payment number 80737
st_step 80746_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2017-12-01 07:25:15+00:00,EMPLOYEE,request for payment 80736,travel permit number 80735,UNKNOWN,organizational unit 65458,586.9248754659056,UNKNOWN,UNKNOWN,budget 922,UNKNOWN,project 503,request for payment 80736,organizational unit 65458,2294.964155315937,0,travel permit 80734,UNKNOWN,request for payment number 80737
st_step 80745_0,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-12-01 07:27:08+00:00,SUPERVISOR,request for payment 80736,travel permit number 80735,UNKNOWN,organizational unit 65458,586.9248754659056,UNKNOWN,UNKNOWN,budget 922,UNKNOWN,project 503,request for payment 80736,organizational unit 65458,2294.964155315937,0,travel permit 80734,UNKNOWN,request for payment number 80737
rp_request for payment 80736_15,SYSTEM,Request Payment,2017-12-04 09:13:08+00:00,UNDEFINED,request for payment 80736,travel permit number 80735,UNKNOWN,organizational unit 65458,586.9248754659056,UNKNOWN,UNKNOWN,budget 922,UNKNOWN,project 503,request for payment 80736,organizational unit 65458,2294.964155315937,0,travel permit 80734,UNKNOWN,request for payment number 80737
rp_request for payment 80736_16,SYSTEM,Payment Handled,2017-12-07 17:31:19+00:00,UNDEFINED,request for payment 80736,travel permit number 80735,UNKNOWN,organizational unit 65458,586.9248754659056,UNKNOWN,UNKNOWN,budget 922,UNKNOWN,project 503,request for payment 80736,organizational unit 65458,2294.964155315937,0,travel permit 80734,UNKNOWN,request for payment number 80737
st_step 185809_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-02-06 12:26:29+00:00,EMPLOYEE,request for payment 185808,UNKNOWN,UNKNOWN,organizational unit 65454,732.4064596242039,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 185808,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 185810_0,STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,2018-02-06 12:26:43+00:00,ADMINISTRATION,request for payment 185808,UNKNOWN,UNKNOWN,organizational unit 65454,732.4064596242039,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 185808,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 185811_0,STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,2018-02-06 14:03:15+00:00,EMPLOYEE,request for payment 185808,UNKNOWN,UNKNOWN,organizational unit 65454,732.4064596242039,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 185808,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 185494_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-03-15 12:01:42+00:00,EMPLOYEE,request for payment 185492,UNKNOWN,UNKNOWN,organizational unit 65463,1161.885776075292,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 185492,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 185493_0,STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,2018-03-15 12:01:49+00:00,ADMINISTRATION,request for payment 185492,UNKNOWN,UNKNOWN,organizational unit 65463,1161.885776075292,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 185492,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 185495_0,STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,2018-03-16 10:25:50+00:00,EMPLOYEE,request for payment 185492,UNKNOWN,UNKNOWN,organizational unit 65463,1161.885776075292,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 185492,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 185733_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-03-21 18:54:51+00:00,EMPLOYEE,request for payment 185731,UNKNOWN,UNKNOWN,organizational unit 65461,914.3072349758017,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 185731,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 185734_0,STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,2018-03-21 18:58:05+00:00,ADMINISTRATION,request for payment 185731,UNKNOWN,UNKNOWN,organizational unit 65461,914.3072349758017,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 185731,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 185732_0,STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,2018-03-22 14:48:16+00:00,EMPLOYEE,request for payment 185731,UNKNOWN,UNKNOWN,organizational unit 65461,914.3072349758017,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 185731,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 185927_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-04-17 11:44:17+00:00,EMPLOYEE,request for payment 185926,UNKNOWN,task 20466,organizational unit 65458,120.01525544891821,activity 505,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 185926,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 185928_0,STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,2018-04-17 11:44:40+00:00,ADMINISTRATION,request for payment 185926,UNKNOWN,task 20466,organizational unit 65458,120.01525544891821,activity 505,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 185926,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 185929_0,STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,2018-04-18 14:41:00+00:00,EMPLOYEE,request for payment 185926,UNKNOWN,task 20466,organizational unit 65458,120.01525544891821,activity 505,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 185926,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186030_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-04-26 13:52:09+00:00,EMPLOYEE,request for payment 186028,UNKNOWN,UNKNOWN,organizational unit 65465,1016.3446586341922,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186028,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186031_0,STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,2018-04-26 13:53:31+00:00,ADMINISTRATION,request for payment 186028,UNKNOWN,UNKNOWN,organizational unit 65465,1016.3446586341922,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186028,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186029_0,STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,2018-04-26 15:45:23+00:00,EMPLOYEE,request for payment 186028,UNKNOWN,UNKNOWN,organizational unit 65465,1016.3446586341922,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186028,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186057_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-05-08 10:01:25+00:00,EMPLOYEE,request for payment 186054,UNKNOWN,UNKNOWN,organizational unit 65468,199.569375001191,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186054,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186055_0,STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,2018-05-08 10:01:36+00:00,ADMINISTRATION,request for payment 186054,UNKNOWN,UNKNOWN,organizational unit 65468,199.569375001191,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186054,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186056_0,STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,2018-05-08 10:53:58+00:00,EMPLOYEE,request for payment 186054,UNKNOWN,UNKNOWN,organizational unit 65468,199.569375001191,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186054,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 185970_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-06-14 17:08:42+00:00,EMPLOYEE,request for payment 185968,UNKNOWN,UNKNOWN,organizational unit 65482,206.92196813330287,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 185968,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 185969_0,STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,2018-06-14 17:12:57+00:00,ADMINISTRATION,request for payment 185968,UNKNOWN,UNKNOWN,organizational unit 65482,206.92196813330287,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 185968,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 185971_0,STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,2018-06-18 16:15:59+00:00,EMPLOYEE,request for payment 185968,UNKNOWN,UNKNOWN,organizational unit 65482,206.92196813330287,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 185968,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 185848_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-07-13 14:17:08+00:00,EMPLOYEE,request for payment 185845,UNKNOWN,UNKNOWN,organizational unit 65476,87.18548013466024,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 185845,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 185846_0,STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,2018-07-13 14:18:08+00:00,ADMINISTRATION,request for payment 185845,UNKNOWN,UNKNOWN,organizational unit 65476,87.18548013466024,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 185845,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 185847_0,STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,2018-07-13 18:36:33+00:00,EMPLOYEE,request for payment 185845,UNKNOWN,UNKNOWN,organizational unit 65476,87.18548013466024,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 185845,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 185888_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-07-20 15:46:12+00:00,EMPLOYEE,request for payment 185886,UNKNOWN,UNKNOWN,organizational unit 65454,1340.3294708157093,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 185886,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 185887_0,STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,2018-07-20 16:20:31+00:00,ADMINISTRATION,request for payment 185886,UNKNOWN,UNKNOWN,organizational unit 65454,1340.3294708157093,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 185886,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 185889_0,STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,2018-08-01 14:16:47+00:00,EMPLOYEE,request for payment 185886,UNKNOWN,UNKNOWN,organizational unit 65454,1340.3294708157093,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 185886,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186385_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-08-27 10:58:19+00:00,EMPLOYEE,request for payment 186382,UNKNOWN,UNKNOWN,organizational unit 65469,468.6549799902157,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186382,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186384_0,STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,2018-08-27 10:58:59+00:00,ADMINISTRATION,request for payment 186382,UNKNOWN,UNKNOWN,organizational unit 65469,468.6549799902157,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186382,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186383_0,STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,2018-08-27 11:07:49+00:00,EMPLOYEE,request for payment 186382,UNKNOWN,UNKNOWN,organizational unit 65469,468.6549799902157,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186382,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186432_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-09-20 15:07:36+00:00,EMPLOYEE,request for payment 186429,UNKNOWN,task 186430,organizational unit 65458,409.55137849362825,activity 505,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186429,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186431_0,STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,2018-09-20 15:07:41+00:00,ADMINISTRATION,request for payment 186429,UNKNOWN,task 186430,organizational unit 65458,409.55137849362825,activity 505,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186429,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186433_0,STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,2018-09-24 13:47:23+00:00,EMPLOYEE,request for payment 186429,UNKNOWN,task 186430,organizational unit 65458,409.55137849362825,activity 505,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186429,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186467_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-10-18 14:45:21+00:00,EMPLOYEE,request for payment 186466,UNKNOWN,UNKNOWN,organizational unit 65458,848.4016373677017,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186466,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186469_0,STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,2018-10-18 14:45:47+00:00,ADMINISTRATION,request for payment 186466,UNKNOWN,UNKNOWN,organizational unit 65458,848.4016373677017,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186466,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186468_0,STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,2018-10-19 15:32:33+00:00,EMPLOYEE,request for payment 186466,UNKNOWN,UNKNOWN,organizational unit 65458,848.4016373677017,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186466,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186284_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-10-26 03:41:50+00:00,EMPLOYEE,request for payment 186282,UNKNOWN,task 186261,organizational unit 65458,567.8237843166971,activity 505,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186282,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186283_0,STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,2018-10-26 03:41:55+00:00,ADMINISTRATION,request for payment 186282,UNKNOWN,task 186261,organizational unit 65458,567.8237843166971,activity 505,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186282,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186285_0,STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,2018-10-30 12:56:51+00:00,EMPLOYEE,request for payment 186282,UNKNOWN,task 186261,organizational unit 65458,567.8237843166971,activity 505,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186282,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186148_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-11-01 13:43:07+00:00,EMPLOYEE,request for payment 186146,UNKNOWN,UNKNOWN,organizational unit 65469,64.68450965152337,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186146,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186147_0,STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,2018-11-01 13:43:15+00:00,ADMINISTRATION,request for payment 186146,UNKNOWN,UNKNOWN,organizational unit 65469,64.68450965152337,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186146,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186149_0,STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,2018-11-02 08:46:13+00:00,EMPLOYEE,request for payment 186146,UNKNOWN,UNKNOWN,organizational unit 65469,64.68450965152337,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186146,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186157_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-11-04 01:24:00+00:00,EMPLOYEE,request for payment 186156,UNKNOWN,UNKNOWN,organizational unit 65469,846.7630998160236,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186156,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186158_0,STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,2018-11-04 01:24:07+00:00,ADMINISTRATION,request for payment 186156,UNKNOWN,UNKNOWN,organizational unit 65469,846.7630998160236,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186156,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186159_0,STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,2018-11-13 13:35:26+00:00,EMPLOYEE,request for payment 186156,UNKNOWN,UNKNOWN,organizational unit 65469,846.7630998160236,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186156,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186521_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-11-12 15:10:18+00:00,EMPLOYEE,request for payment 186520,UNKNOWN,task 49912,organizational unit 65461,466.81424562667013,activity 505,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186520,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186522_0,STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,2018-11-12 15:13:11+00:00,ADMINISTRATION,request for payment 186520,UNKNOWN,task 49912,organizational unit 65461,466.81424562667013,activity 505,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186520,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186523_0,STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,2018-11-14 14:10:43+00:00,EMPLOYEE,request for payment 186520,UNKNOWN,task 49912,organizational unit 65461,466.81424562667013,activity 505,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186520,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186577_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-11-15 10:36:51+00:00,EMPLOYEE,request for payment 186576,UNKNOWN,task 48208,organizational unit 65463,657.2150123048424,activity 505,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186576,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186578_0,STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,2018-11-15 10:38:08+00:00,ADMINISTRATION,request for payment 186576,UNKNOWN,task 48208,organizational unit 65463,657.2150123048424,activity 505,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186576,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186579_0,STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,2018-11-15 16:42:30+00:00,EMPLOYEE,request for payment 186576,UNKNOWN,task 48208,organizational unit 65463,657.2150123048424,activity 505,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186576,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186187_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-11-16 08:27:56+00:00,EMPLOYEE,request for payment 186186,UNKNOWN,UNKNOWN,organizational unit 65458,374.0303282919166,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186186,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186188_0,STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,2018-11-16 08:29:45+00:00,ADMINISTRATION,request for payment 186186,UNKNOWN,UNKNOWN,organizational unit 65458,374.0303282919166,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186186,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186189_0,STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,2018-11-16 09:26:02+00:00,EMPLOYEE,request for payment 186186,UNKNOWN,UNKNOWN,organizational unit 65458,374.0303282919166,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186186,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186209_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-11-20 20:01:20+00:00,EMPLOYEE,request for payment 186206,UNKNOWN,UNKNOWN,organizational unit 65473,67.7441473185032,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186206,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186208_0,STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,2018-11-20 20:01:39+00:00,ADMINISTRATION,request for payment 186206,UNKNOWN,UNKNOWN,organizational unit 65473,67.7441473185032,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186206,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186207_0,STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,2018-11-21 13:29:04+00:00,EMPLOYEE,request for payment 186206,UNKNOWN,UNKNOWN,organizational unit 65473,67.7441473185032,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186206,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
st_step 186564_0,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-12-10 14:38:57+00:00,EMPLOYEE,request for payment 186561,UNKNOWN,UNKNOWN,organizational unit 65482,34.345494217274876,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,request for payment 186561,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,UNKNOWN
